name_old,name_clean,address,city,postal_cod,"address, c",phone,email,field_9,website,Source,Latitude,Longitude
GreenStar Food Co+op (DeWitt),Green Star  Food  Co+op ( De Witt),215  N.  Cayuga  St.,,14850,"215  N.  Cayuga  St., , 14850",(607) 273-8210,,,http://www.greenstar.coop,https://www.ncg.coop/,35.46692425,-97.5385161214113
Dixon Cooperative Market,Dixon  Cooperative  Market,215  New  Mexico 75,,87527,"215  New  Mexico 75, , 87527",505 579-9625,,,Food for change,,36.1971094,-105.88710063224
DixonCooperativeMarket,Dixon Cooperative Market,215 Highway75,,87527,"215 Highway75, , 87527",505-579-9625,http://www.dixonmarket.com,,https://www.nationalco-opdirectory.com,,,
GreenStarCooperativeMarket(3stores)•DewittMalllocation,Green Star Cooperative Market(3stores)• Dewitt Malllocation,215 N. Cayuga Street,,14850,"215 N. Cayuga Street, , 14850",607-273-8213,http://www.greenstar.coop,,https://www.nationalco-opdirectory.com,,,
Stone Valley Community Market,Stone  Valley  Community  Market,216  Main  Street,,5764,"216  Main  Street, , 05764",802 287-4550,,,Food for change,,,
People's Food Co-op - Ann Arbor,People's  Food  Co-op -  Ann  Arbor,216  North 4th  Avenue,,48104,"216  North 4th  Avenue, , 48104",(734) 769-0095,,,http://www.peoplesfood.coop,https://www.ncg.coop/,42.2829039,-83.7469199
Weavers Way Co-op (Ambler),Weavers  Way  Co-op ( Ambler),217  East  Butler  Avenue,,19002,"217  East  Butler  Avenue, , 19002",(215) 302-5550,contact@weaversway.coop,,http://www.weaversway.coop,https://www.ncg.coop/,40.157948,-75.2164648
New Pioneer Co-op (Iowa City),New  Pioneer  Co-op ( Iowa  City),22  South  Van  Buren,,52240,"22  South  Van  Buren, , 52240",(319) 338-9441,newpi@newpi.coop,,http://www.newpi.coop,https://www.ncg.coop/,39.578627,-107.526427
New Pioneer Food Coop,New  Pioneer  Food  Coop,22  South  Van  Buren  Street,,52240,"22  South  Van  Buren  Street, , 52240",319 338-9441,,,Food for change,,40.68295,-73.9708
Grain Train Natural Foods Market (Petoskey),Grain  Train  Natural  Foods  Market ( Petoskey),220  East  Mitchell  Street,,49770,"220  East  Mitchell  Street, , 49770",(231) 347-2381,,,http://www.graintrain.coop,https://www.ncg.coop/,45.3736709,-84.9576745059059
River Market Community Co-op,River  Market  Community  Co-op,221  North  Main  Street,,55082,"221  North  Main  Street, , 55082",(651) 439-0366,,,http://www.rivermarket.coop,https://www.ncg.coop/,45.05776275,-92.8063382272242
PCC Community Markets (Central District),P C C  Community  Markets ( Central  District),2230  East  Union  Street,,98122,"2230  East  Union  Street, , 98122",(206) 605-6053,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.6090875,-122.3352648
PCC Community Markets (Bothell),P C C  Community  Markets ( Bothell),22621  Bothell  Everett  Highway,,98021,"22621  Bothell  Everett  Highway, , 98021",(425) 492-0122,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.6757093,-122.2000589
River Valley Co-op (Easthampton),River  Valley  Co-op ( Easthampton),228  Northampton  Street,,1027,"228  Northampton  Street, , 01027",(413) 529-4990,,,http://www.rivervalleymarket.coop,https://www.ncg.coop/,42.2875454,-72.6632628
Weaver Street Market (Hillsborough),Weaver  Street  Market ( Hillsborough),228  South  Churton  Street,,27278,"228  South  Churton  Street, , 27278",(919) 245-5050,,,http://www.weaverstreetmarket.coop,https://www.ncg.coop/,36.0734618,-79.0997905
Yahara River Grocery Cooperative,Yahara  River  Grocery  Cooperative,229  East  Main  Street,,53589,"229  East  Main  Street, , 53589",608 877-0947,,,Food for change,,42.834538,-89.171976
Natural Food Co-op,Natural  Food  Co-op,230  North  Sibley  Avenue,,55355,"230  North  Sibley  Avenue, , 55355",320 693-7539,,,Food for change,,44.95937725,-93.0705611925053
Astoria Co+op,Astoria  Co+op,2350  Marine  Drive,Astoria,97103,"2350  Marine  Drive,  Astoria, 97103",(503) 325-0027,,,http://www.astoria.coop,https://www.ncg.coop/,40.228471,-90.357413
Boise Co-op (The Village),Boise  Co-op ( The  Village),2350  N.  Eagle  Road,Meridian,83646,"2350  N.  Eagle  Road,  Meridian, 83646",(208) 809-2200,,,http://www.boise.coop,https://www.ncg.coop/,43.588369,-116.19743
BoiseConsumerCo-op(2Stores)•BoiseCo-opTheVillage,Boise Consumer Co-op(2 Stores)• Boise Co-op The Village,2350 N Eagle Rd,Meridian,83646,"2350 N Eagle Rd,  Meridian, 83646",208-809-2200,http://www.boise.coop,,https://www.nationalco-opdirectory.com,,,
Ashland Food Co-op,Ashland  Food  Co-op,237  North  First  Street,Ashland,97520,"237  North  First  Street,  Ashland, 97520",(541) 482-2237,contact@ashlandfood.coop,,https://www.ashlandfood.coop,https://www.ncg.coop/,42.1988509,-122.71162078576
New Orleans Food Co-op,New  Orleans  Food  Co-op,2372  St.  Claude  Avenue,,70117,"2372  St.  Claude  Avenue, , 70117",(504) 264-5579,,,http://www.nolafood.coop,https://www.ncg.coop/,29.9682625,-90.0523776
FoodFrontCooperativeGrocery,Food Front Cooperative Grocery,2375 N W Thurman Street,,97210,"2375 N W Thurman Street, , 97210",503-222-5658Ex133,http://www.foodfront.coop,,https://www.nationalco-opdirectory.com,,,
Harvest Moon,Harvest  Moon,2380  Wayzata  Boulevard,,55356,"2380  Wayzata  Boulevard, , 55356",952 345-3300,,,Food for change,,29.4225045,-98.6563174
National Co-op Grocers,National  Co-op  Grocers,2380  Wycliff  Street,,55114,"2380  Wycliff  Street, , 55114",651 379-1480,,,Food for change,,32.66624,-117.108931
Potsdam Food Co-op,Potsdam  Food  Co-op,24  Elm  Street,,13676,"24  Elm  Street, , 13676",(315) 265-4630,,,http://www.potsdamcoop.com,https://www.ncg.coop/,44.6701647,-74.98313125
Concord Food Co-op (Concord),Concord  Food  Co-op ( Concord),24  South  Main  St.,Concord,3301,"24  South  Main  St.,  Concord, 03301",(603) 225-6840,info@concordfoodcoop.coop,,http://www.concordfoodcoop.coop,https://www.ncg.coop/,43.2031823,-71.5356896
Great Basin Community Food Co-op,Great  Basin  Community  Food  Co-op,240  Court  Street,,89501,"240  Court  Street, , 89501",(775) 324-6133,info@greatbasinfood.coop,,http://www.greatbasinfood.coop,https://www.ncg.coop/,39.52269345,-119.81549495
Natural Alternative Food Co-op,Natural  Alternative  Food  Co-op,241  South  Main  Street,,54853,"241  South  Main  Street, , 54853",715 472-8084,,,Food for change,,42.4811879,-71.095239
Berkeley Student Food Collective,Berkeley  Student  Food  Collective,2440  Bancroft  Way,Berkeley,94704,"2440  Bancroft  Way,  Berkeley, 94704",510 845-1985,,,Food for change,,37.8684394,-122.2604319
SLO Food Co-op,S L O  Food  Co-op,2494  Victoria  Avenue,,93401,"2494  Victoria  Avenue, , 93401",(805) 544-7928,,,http://slonaturalfoods.coop/,https://www.ncg.coop/,39.7459871,-105.0816316
North Country Food Co-op,North  Country  Food  Co-op,25  Bridge  Street,,12901,"25  Bridge  Street, , 12901",518 561-5904,,,Food for change,,44.6978097,-73.4517045
North Coast Co-op (Eureka),North  Coast  Co-op ( Eureka),25 4th  Street,,95501,"25 4th  Street, , 95501",(707) 443-6027,,,http://northcoast.coop/,https://www.ncg.coop/,40.8025184,-124.171310403784
Fort Collins Food Co-op,Fort  Collins  Food  Co-op,250  East  Mountain  Avenue,,80524,"250  East  Mountain  Avenue, , 80524",970 484-7448,,,Food for change,,40.5872804,-105.0750197
Eastside Food Co-op,Eastside  Food  Co-op,2551  Central  Avenue  N. E.,,55418,"2551  Central  Avenue  N. E., , 55418",(612) 788-0950,,,http://www.eastsidefood.coop,https://www.ncg.coop/,45.0146156,-93.2470382
East Side Food Co-op,East  Side  Food  Co-op,2551  Old  Central  Avenue,,55418,"2551  Old  Central  Avenue, , 55418",612 788-0950,,,Food for change,,41.06147,-75.76936
EastsideFoodCooperative,Eastside Food Cooperative,2551 Central Avenue,,55418,"2551 Central Avenue, , 55418",612-788-0950,http://www.eastsidefood.coop,,https://www.nationalco-opdirectory.com,,,
Lost River Market & Deli,Lost  River  Market &  Deli,26  Library  St,,47454,"26  Library  St, , 47454",812 723-3735,,,Food for change,,37.995181,-100.851769
Market St. Co-op,Market  St.  Co-op,26  Market  St.,,4743,"26  Market  St., , 04743",,,,Food for change,,38.057888,-103.729764
Oryana Community Co-op (Downtown),Oryana  Community  Co-op ( Downtown),260  E. 10th  St.,,49684,"260  E. 10th  St., , 49684",(231) 947-0191,,,http://www.oryana.coop,https://www.ncg.coop/,35.486733,-97.495831
Kokua Market Natural Foods,Kokua  Market  Natural  Foods,2643  S.  King  St.,,96826,"2643  S.  King  St., , 96826",808-941-1922,,,Food for change,,21.29112565,-157.820920351874
CompanyShopsMarket(CLOSED),Company Shops Market( C L O S E D),268 East Front Street,Burlington,27215,"268 East Front Street,  Burlington, 27215",336-223-0390,http://www.CompanyshopsMarket.coop,,https://www.nationalco-opdirectory.com,,,
Quincy Natural Foods,Quincy  Natural  Foods,269  Main  St,,95971,"269  Main  St, , 95971",530 283-3528,,,Food for change,,39.93698895,-120.943552763963
Feather River Food Co-op (Quincy),Feather  River  Food  Co-op ( Quincy),269  Main  Street,,95971,"269  Main  Street, , 95971",(530) 283-3528,,,http://www.featherriver.coop,https://www.ncg.coop/,27.906786,-82.68154
Old North Grocery Co-op,Old  North  Grocery  Co-op,2718  North 13th  Street,,63106,"2718  North 13th  Street, , 63106",314 260-9276,,,Food for change,,40.786635,-73.597518
Dill Pickle Food Co-op,Dill  Pickle  Food  Co-op,2746  N.  Milwaukee  Avenue,,60647,"2746  N.  Milwaukee  Avenue, , 60647",(773) 252-2667,,,http://www.dillpickle.coop,https://www.ncg.coop/,41.9310621,-87.7109522
PCC Natural Markets - West Seattle,P C C  Natural  Markets -  West  Seattle,2749  California  Avenue,,98116,"2749  California  Avenue, , 98116",206 937-8481,,,Food for change,,47.7926305,-122.2145576
Newark Natural Foods,Newark  Natural  Foods,280  East  Main  Street,,19711,"280  East  Main  Street, , 19711",302 368-5894,,,Food for change,,39.6849151,-75.7434125
Sno-Isle Food Co-op,Sno- Isle  Food  Co-op,2804  Grand  Avenue,,98201,"2804  Grand  Avenue, , 98201",(425) 259-3798,info@snoislefoods.coop,,http://www.snoislefoods.coop,https://www.ncg.coop/,47.980408,-122.213111
Sacramento Natural Foods Co-op,Sacramento  Natural  Foods  Co-op,2820  R  Street,,95816,"2820  R  Street, , 95816",(916) 455-2667,,,http://www.sac.coop,https://www.ncg.coop/,38.5646193,-121.472808198155
Seward Community Co-op (Franklin),Seward  Community  Co-op ( Franklin),2823  E.  Franklin  Avenue,,55406,"2823  E.  Franklin  Avenue, , 55406",(612) 338-2465,,,http://www.seward.coop,https://www.ncg.coop/,44.9623997,-93.2302683514282
Outpost Natural Foods Co-op (Bayview),Outpost  Natural  Foods  Co-op ( Bayview),2826  South  Kinnickinnic  Avenue,,53207,"2826  South  Kinnickinnic  Avenue, , 53207",(414) 755-3202,,,http://www.outpost.coop,https://www.ncg.coop/,43.0480247,-87.9997404
First Alternative Co-op (North),First  Alternative  Co-op ( North),2855  N. W.  Grant  Avenue,,97330,"2855  N. W.  Grant  Avenue, , 97330",(541) 452-3115,firstalt@firstalt.coop,,http://www.firstalt.coop,https://www.ncg.coop/,44.5789612,-123.282427435179
FirstAlternativeNaturalFoodsCo-op(2stores)•NorthStore,First Alternative Natural Foods Co-op(2stores)• North Store,2855 N W Grant Avenue,,97330,"2855 N W Grant Avenue, , 97330",541-452-3115,http://www.firstalt.coop,,https://www.nationalco-opdirectory.com,,,
Doylston Food Co-op,Doylston  Food  Co-op,29  W  State  St.,,18901,"29  W  State  St., , 18901",215-348-4548,,,Food for change,,39.7459871,-105.0816316
Portland Food Co-op,Portland  Food  Co-op,290  Congress  Street,,4101,"290  Congress  Street, , 04101",(207) 805-1599,,,http://www.portlandfood.coop,https://www.ncg.coop/,43.6610112,-70.2526984
Franklin Community Co-op (McCusker's Market),Franklin  Community  Co-op ( Mc Cusker's  Market),3  State  Street,,1370,"3  State  Street, , 01370",(413) 625-9411,,,http://www.franklincommunity.coop,https://www.ncg.coop/,37.521137,-94.704864
FranklinCommunityCo-op(2stores)•McCusker'sCo-opMarket,Franklin Community Co-op(2stores)• Mc Cusker's Co-op Market,3 State Street,,1370,"3 State Street, , 01370",413-625-2548,http://www.franklincommunity.coop,,https://www.nationalco-opdirectory.com,,,
Mountain People's Co-op,Mountain  People's  Co-op,30  East 1st  Street,,80466,"30  East 1st  Street, , 80466",303 258-7500,,,Food for change,,39.9617697,-105.509741519259
Sussex County Food Co-op Inc,Sussex  County  Food  Co-op  Inc,30  Moran  Street,,7860,"30  Moran  Street, , 07860",973 579-1882,,,Food for change,,41.209551,-74.607858
Mohawk Harvest Cooperative Market,Mohawk  Harvest  Cooperative  Market,30  North  Main  Street,,12095,"30  North  Main  Street, , 12095",518 706-0681,,,Food for change,,43.05128155,-74.3447571435052
Buffalo Mountain Co-op,Buffalo  Mountain  Co-op,30  South  Main  Street,Hardwick,5843,"30  South  Main  Street,  Hardwick, 05843",802 472-6020,,,Food for change,,44.5043383,-72.3647211
Common Ground Food Co-op,Common  Ground  Food  Co-op,300  South  Broadway  Avenue,Urbana,61801,"300  South  Broadway  Avenue,  Urbana, 61801",(217) 352-3347,info@commonground.coop,,http://www.commonground.coop,https://www.ncg.coop/,44.872004,-67.373995
Tacoma Food Co-op,Tacoma  Food  Co-op,3002 6th  Ave.,,98406,"3002 6th  Ave., , 98406",253 627-3344,,,Food for change,,47.235357,-122.452504
Frontier Natural Products Co-op,Frontier  Natural  Products  Co-op,3021 78th  Street,,52318,"3021 78th  Street, , 52318",319 227-7991,,,Food for change,,40.525792,-100.394205
People's Food Co-op - Portland,People's  Food  Co-op -  Portland,3029  S. E. 21st  Ave.,,97202,"3029  S. E. 21st  Ave., , 97202",(503) 674-2642,info@peoples.coop,,http://www.peoples.coop,https://www.ncg.coop/,45.50080135,-122.644891649895
ElwoodHometownCooperativeMarket,Elwood Hometown Cooperative Market,304 Smith Avenue,,68937,"304 Smith Avenue, , 68937",308-785-2182,http://www.elwoodnebraska.com/,,https://www.nationalco-opdirectory.com,,,
Prairieland Market,Prairieland  Market,305  E  Walnut  St.,,67401,"305  E  Walnut  St., , 67401",785-827-5877,,,Food for change,,29.940302,-95.781904
Prairieland Food Co-op,Prairieland  Food  Co-op,305  East  Walnut  Street,,67401,"305  East  Walnut  Street, , 67401",785 827-5877,,,Food for change,,30.11021,-93.21321
GreenStar Food Co+op (Collegetown),Green Star  Food  Co+op ( Collegetown),307  College  Avenue,,14850,"307  College  Avenue, , 14850",(607) 273-2667,,,http://www.greenstar.coop,https://www.ncg.coop/,35.46692425,-97.5385161214113
GreenStarCooperativeMarket(3stores)•Collegetownlocation,Green Star Cooperative Market(3stores)• Collegetownlocation,307 College Ave.,,14850,"307 College Ave., , 14850",607-882-2667,http://www.greenstar.coop,,https://www.nationalco-opdirectory.com,,,
Yelm Food Co-op,Yelm  Food  Co-op,308  East  Yelm  Avenue,,98597,"308  East  Yelm  Avenue, , 98597",360 400-2210,,,Food for change,,46.940668,-122.613975
Wheatsville Co-op (Guadalupe),Wheatsville  Co-op ( Guadalupe),3101  Guadalupe  St.,,78705,"3101  Guadalupe  St., , 78705",(512) 478-2667,,,http://www.wheatsville.coop,https://www.ncg.coop/,30.2976113,-97.7410474125
Oklahoma Food Cooperative,Oklahoma  Food  Cooperative,311  South  Klein  Avenue,,73108,"311  South  Klein  Avenue, , 73108",405 605-8088,,,Food for change,,36.019741,-95.957095
Olympia Food Co-op (Eastside),Olympia  Food  Co-op ( Eastside),3111  Pacific  Ave.  S E,,98501,"3111  Pacific  Ave.  S E, , 98501",(360) 956-3870,,,http://www.olympiafood.coop,https://www.ncg.coop/,47.047456,-122.896902
Ypsilanti Food Co-op,Ypsilanti  Food  Co-op,312  N.  River  St.,,48198,"312  N.  River  St., , 48198",(734) 483-1520,,,http://www.ypsifoodcoop.org,https://www.ncg.coop/,42.2451535,-83.6083654
Oneota Community Co-op,Oneota  Community  Co-op,312  W.  Water  Street,,52101,"312  W.  Water  Street, , 52101",(563) 382-4666,customerservice@oneotacoop.com,,http://www.oneotacoop.com,https://www.ncg.coop/,45.720609,-98.538725
Maple City Market,Maple  City  Market,314  S.  Main  St.,,46526,"314  S.  Main  St., , 46526",(574) 534-2355,brad@maplecitymarket.com,,http://www.maplecitymarket.com,https://www.ncg.coop/,41.5828812,-85.834237
Ever'man Cooperative Grocery & Cafe (Garden Street),Ever'man  Cooperative  Grocery &  Cafe ( Garden  Street),315  W.  Garden  Street,,32502,"315  W.  Garden  Street, , 32502",(850) 438-0402,info@everman.org,,http://www.everman.org,https://www.ncg.coop/,30.4115914,-87.2207487
Community Food Co-op - Bellingham (Cordata),Community  Food  Co-op -  Bellingham ( Cordata),315  Westerly  Road,Bellingham,98226,"315  Westerly  Road,  Bellingham, 98226",(360) 734-8158,info@communityfood.coop,,http://www.communityfood.coop,https://www.ncg.coop/,48.747263,-122.476146
People's Food Co-op (La Crosse),People's  Food  Co-op ( La  Crosse),315 5th  Ave.  South,,54601,"315 5th  Ave.  South, , 54601",(608) 784-5798,,,http://www.pfc.coop,https://www.ncg.coop/,43.8094002,-91.2499389
Bloomingfoods Co-op Market (West 6th Street),Bloomingfoods  Co-op  Market ( West 6th  Street),316  West 6th  Street,Bloomington,47404,"316  West 6th  Street,  Bloomington, 47404",(812) 333-7312,http://www.bloomingfoods.coop,,http://www.bloomingfoods.coop,https://www.ncg.coop/,36.752671,-98.358614
Seward Community Co-op (Friendship),Seward  Community  Co-op ( Friendship),317  East 38th  Street,,55409,"317  East 38th  Street, , 55409",(612) 230-5595,,,http://www.seward.coop,https://www.ncg.coop/,44.962676,-93.230486
Fredericksburg Food Co-op,Fredericksburg  Food  Co-op,320  Emancipation  Highway,,22401,"320  Emancipation  Highway, , 22401",(540) 940-6615,fxbgfoodcoop@gmail.com,,http://www.fredericksburgfoodcoop.com,https://www.ncg.coop/,38.316699,-77.4724018
Wild Oats Cooperative Food Market,Wild  Oats  Cooperative  Food  Market,320  Main  Street,,1267,"320  Main  Street, , 01267",413 458-8060,,,Food for change,,,
Wild Oats Market,Wild  Oats  Market,320  Main  Street,,1267,"320  Main  Street, , 01267",(413) 458-8060,,,http://www.wildoats.coop,https://www.ncg.coop/,42.70375805,-73.1866944508986
Bloomingfoods Co-op Market (East 3rd Street),Bloomingfoods  Co-op  Market ( East 3rd  Street),3220  East 3rd  Street,Bloomington,47401,"3220  East 3rd  Street,  Bloomington, 47401",(812) 336-5400,http://www.bloomingfoods.coop,,http://www.bloomingfoods.coop,https://www.ncg.coop/,36.431828,-99.377603
Rising Tide Community Market,Rising  Tide  Community  Market,323  Main  Street,,4543,"323  Main  Street, , 04543",207 563-5556,,,Food for change,,40.87085545,-73.62630915
Gem City Market Co-op,Gem  City  Market  Co-op,324  Salem  Avenue,,45406,"324  Salem  Avenue, , 45406",(937) 741-3240,,,https://gemcitymarket.com/,https://www.ncg.coop/,32.778928,-96.787423
River Loop Public Market Co-op,River  Loop  Public  Market  Co-op,327  W 3rd  St.,,50701,"327  W 3rd  St., , 50701",319 287-9227,,,Food for change,,,
River Valley Co-op (Northhampton),River  Valley  Co-op ( Northhampton),330  North  King  Street,,1060,"330  North  King  Street, , 01060",(413) 584-2665,,,http://www.rivervalleymarket.coop,https://www.ncg.coop/,29.59052,-95.539754
New Pioneer Co-op (Cedar Rapids),New  Pioneer  Co-op ( Cedar  Rapids),"3338  Center  Point  Road,  N E",,52402,"3338  Center  Point  Road,  N E, , 52402",(319) 365-2632,newpi@newpi.coop,,http://www.newpi.coop,https://www.ncg.coop/,41.966643,-91.657835
Monadnock Food Co-op,Monadnock  Food  Co-op,34  Cypress  Street,,3431,"34  Cypress  Street, , 03431",(603) 355-8008,marketing@monadnockfood.coop,,http://www.monadnockfood.coop,https://www.ncg.coop/,42.93202195,-72.2762616695635
Ferry County Co-op,Ferry  County  Co-op,34  North  Clark  Avenue,,99166,"34  North  Clark  Avenue, , 99166",509 775-3754,,,Food for change,,48.648173,-118.7379044
Erie Food Co-op (Downtown),Erie  Food  Co-op ( Downtown),34  North  Park  Row,,16501,"34  North  Park  Row, , 16501",N/A,,,http://www.eriefood.coop,https://www.ncg.coop/,40.01582,-105.024515
Swarthmore Co-op,Swarthmore  Co-op,341  Dartmouth  Avenue,,19081,"341  Dartmouth  Avenue, , 19081",610 543-9805,,,Food for change,,39.9022337,-75.3488713
La Montañita Co-op (Nob Hill),La  Montañita  Co-op ( Nob  Hill),3500  Central  Ave.  S. E.,,87106,"3500  Central  Ave.  S. E., , 87106",(505) 265-4631,,,http://www.lamontanita.coop,https://www.ncg.coop/,35.0793379,-106.6053809
Alternative Food Co-op,Alternative  Food  Co-op,357  Main  Street,South  Kingstown,2879,"357  Main  Street,  South  Kingstown, 02879",401 789-2240,,,Food for change,,39.7459871,-105.0816316
Oryana Community Co-op (West),Oryana  Community  Co-op ( West),3587  Marketplace  Circle,,49684,"3587  Marketplace  Circle, , 49684",(231) 486-2491,,,http://www.oryana.coop,https://www.ncg.coop/,39.9966509,-105.0902179
PCC Community Markets (Columbia City),P C C  Community  Markets ( Columbia  City),3610  S.  Edmunds  Street,,98118,"3610  S.  Edmunds  Street, , 98118",(206) 466-6182,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.6090875,-122.3352648
Ozark Natural Foods,Ozark  Natural  Foods,380  North  College  Avenue,,72701,"380  North  College  Avenue, , 72701",(479) 521-7558,,,http://www.onf.coop,https://www.ncg.coop/,36.067832,-94.1572459158362
Linden Hills Co-op,Linden  Hills  Co-op,3815  Sunnyside  Avenue,,55410,"3815  Sunnyside  Avenue, , 55410",(612) 922-1159,info@lindenhills.coop,,http://www.lindenhills.coop,https://www.ncg.coop/,44.92193115,-93.3285724464616
Twin Pines Food Co-op,Twin  Pines  Food  Co-op,382  Main  Street,,11050,"382  Main  Street, , 11050",516 883-9777,,,Food for change,,40.059191,-105.913406
Moonflower Community Cooperative,Moonflower  Community  Cooperative,39  E 100  N  Moab,,84532,"39  E 100  N  Moab, , 84532",435 259-5712,,,Food for change,,38.5750186,-109.5500001
Other Avenues Food Store,Other  Avenues  Food  Store,3930  Judah  Street,,94122,"3930  Judah  Street, , 94122",415 661-7475,,,Food for change,,30.062174,-97.120369
Wheatsville Co-op (South Lamar),Wheatsville  Co-op ( South  Lamar),4001  South  Lamar  Boulevard,,78704,"4001  South  Lamar  Boulevard, , 78704",(512) 814-2888,,,http://www.wheatsville.coop,https://www.ncg.coop/,30.2356735,-97.7909428
Upstate Food Co-op. SC,Upstate  Food  Co-op.  S C,404  State  Road  S-39-125,,29682,"404  State  Road  S-39-125, , 29682",864 868-3105,,,Food for change,,,
Weaver Street Market (Raleigh),Weaver  Street  Market ( Raleigh),404  West  Hargett  Street,,27603,"404  West  Hargett  Street, , 27603",(919) 429-7800,,,http://www.weaverstreetmarket.coop,https://www.ncg.coop/,35.778652,-78.6455625
CommunityFoodCo-op(2Stores&Bakery-cafe)•2ndlocationBakery-café,Community Food Co-op(2 Stores& Bakery-cafe)•2ndlocation Bakery-café,405 East Holly Street,Bellingham,98225,"405 East Holly Street,  Bellingham, 98225",360-734-8158,http://www.communityfood.coop,,https://www.nationalco-opdirectory.com,,,
GreenTree Co-op Market,Green Tree  Co-op  Market,410  West  Broadway,,48858,"410  West  Broadway, , 48858",(989) 772-3221,laura@greentree.coop,,http://www.greentree.coop,https://www.ncg.coop/,43.6047105,-84.7804383
Co-op Natural Foods,Co-op  Natural  Foods,410  West 18th  Street,Sioux Falls,57104,"410  West 18th  Street,  Sioux Falls, 57104",605 339-9506,,,Food for change,,43.5371339,-96.7323263
Sioux Falls Food Co+op,Sioux  Falls  Food  Co+op,410  West 18th  Street,,57104,"410  West 18th  Street, , 57104",(605) 339-9506,,,https://siouxfalls.coop/,https://www.ncg.coop/,43.539387,-96.728952
GreenTreeCooperativeGrocery,Green Tree Cooperative Grocery,410 West Broadway Street,,48858,"410 West Broadway Street, , 48858",989-772-3221,http://www.greentree.coop,,https://www.nationalco-opdirectory.com,,,
Wheatsfield Cooperative,Wheatsfield  Cooperative,413  Northwestern  Ave.,,50010,"413  Northwestern  Ave., , 50010",(515) 232-4094,,,http://www.wheatsfield.coop,https://www.ncg.coop/,42.02521935,-93.6217309001645
The Food Co-op - Port Townsend,The  Food  Co-op -  Port  Townsend,414  Kearney  St.,,98368,"414  Kearney  St., , 98368",(360) 385-2883,,,http://www.foodcoop.coop,https://www.ncg.coop/,48.11082775,-122.770532914926
East Warren Community Market,East  Warren  Community  Market,42  Roxbury  Gap  Road,,5674,"42  Roxbury  Gap  Road, , 05674",802 496-6758,,,Food for change,,44.10866545,-72.81925275
Littleton Food Co-op,Littleton  Food  Co-op,43  Bethlehem  Road,,3561,"43  Bethlehem  Road, , 03561",(603) 444-2800,marketing@littletoncoop.org,,http://www.littletoncoop.com,https://www.ncg.coop/,44.2988279,-71.7673328639286
Hanover Co-op Market (Hanover),Hanover  Co-op  Market ( Hanover),43  Lyme  Road,,3755,"43  Lyme  Road, , 03755",(603) 643-2725,,,http://www.coopfoodstore.com,https://www.ncg.coop/,42.52573155,-82.9615300426094
PCC Community Markets (Kirkland),P C C  Community  Markets ( Kirkland),430  Kirkland  Way,,98033,"430  Kirkland  Way, , 98033",(425) 828-4622,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.6757093,-122.2000589
Lakewinds Food Co-op (Chanhassen),Lakewinds  Food  Co-op ( Chanhassen),435  Pond  Promenade,,55317,"435  Pond  Promenade, , 55317",(952) 697-3366,,,http://www.lakewinds.com,https://www.ncg.coop/,44.85726055,-93.5316521421087
Community Food Co-op - Bozeman (Downtown),Community  Food  Co-op -  Bozeman ( Downtown),44  East  Main  Street,Bozeman,59715,"44  East  Main  Street,  Bozeman, 59715",(406) 922-2667,info@bozo.coop,,http://www.bozo.coop,https://www.ncg.coop/,45.679064,-111.0499243
Main Market Co-op,Main  Market  Co-op,44  W.  Main  Avenue,,99201,"44  W.  Main  Avenue, , 99201",(509) 458-2667,info@mainmarket.coop,,http://www.mainmarket.coop/,https://www.ncg.coop/,44.8761693,-91.9198737338923
Whole Foods Co-op - Duluth (Denfeld),Whole  Foods  Co-op -  Duluth ( Denfeld),4426  Grand  Avenue,,55807,"4426  Grand  Avenue, , 55807",(218) 728-0884,info@wholefoods.coop,,http://www.wholefoods.coop,https://www.ncg.coop/,46.7955203,-92.094182
Fare Share Co-op Store,Fare  Share  Co-op  Store,443  Main  Street,,4268,"443  Main  Street, , 04268",207 743-9044,,,Food for change,,44.2139967,-70.5430576
FareShareMarket,Fare Share Market,443 Main Street,,4268,"443 Main Street, , 04268",207-743-9044,http://www.faresharecoop.org,,https://www.nationalco-opdirectory.com,,,
Hanover Co-op Food Stores (Hanover),Hanover  Co-op  Food  Stores ( Hanover),45  South  Park  Street,,3755,"45  South  Park  Street, , 03755",(603) 643-2667,,,http://www.coopfoodstore.com,https://www.ncg.coop/,43.6981514,-72.2805455702057
PCC Community Markets (Greenlake Village),P C C  Community  Markets ( Greenlake  Village),450  N E 71st  Street,,98115,"450  N E 71st  Street, , 98115",(206) 729-5075,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.6757093,-122.2000589
CornersoftheMouthNaturalFoods(worker’scollective),Cornersofthe Mouth Natural Foods(worker’scollective),45015 Ukiah Street,Mendocino  County,95460,"45015 Ukiah Street,  Mendocino  County, 95460",707-937-5345,http://www.cornersofthemouth.com/,,https://www.nationalco-opdirectory.com,,,
Central Co-op (Tacoma),Central  Co-op ( Tacoma),4502  North  Pearl  Street,Tacoma,98407,"4502  North  Pearl  Street,  Tacoma, 98407",(206) 329-1545,,,http://www.centralcoop.coop,https://www.ncg.coop/,47.244754,-122.476309
